datetime	T	RH	WIND	SW	P	SWE	LW	EL
2009-2-19 22:0	-16.315	 0.677	 0.586	-3.648	     0	523.76	 137.2	     0
2009-2-19 23:0	-16.28	 0.603	 0.784	-3.178	     0	523.58	 134.3	     0
2009-2-20 0:0	-16.06	0.5656	 0.736	-3.801	     0	 523.4	 135.3	     0
2009-2-20 1:0	-16.195	0.5555	 0.616	-3.856	     0	523.22	 139.7	     0
2009-2-20 2:0	-15.405	0.5431	 0.578	-3.861	     0	523.04	 144.1	     0
2009-2-20 3:0	-14.26	 0.503	 0.577	 -3.74	     0	522.86	 144.7	     0
2009-2-20 4:0	-12.98	0.3035	 0.688	 -3.76	     0	522.68	 147.3	     0
2009-2-20 5:0	-11.29	0.3259	 0.963	-3.841	     0	 522.5	 149.9	     0
2009-2-20 6:0	-11.31	0.3323	 0.908	-4.053	     0	522.32	 146.4	     0
2009-2-20 7:0	-12.305	0.3266	  0.77	-2.276	     0	522.41	   146	0.28537
2009-2-20 8:0	-10.42	0.1241	 1.115	  98.5	     0	 522.5	 148.8	11.498
2009-2-20 9:0	-5.6895	0.1052	  1.39	 333.3	     0	522.58	 152.8	 21.86
2009-2-20 10:0	-1.9925	0.0803	 1.418	 540.1	     0	522.67	 153.9	30.809
2009-2-20 11:0	-0.977	0.0913	 1.538	 698.2	     0	522.76	 154.9	37.544
2009-2-20 12:0	-0.516	0.1299	 1.614	   789	     0	522.85	   164	41.092
2009-2-20 13:0	 0.938	0.1504	 1.577	   813	     0	522.94	 167.3	40.739
2009-2-20 14:0	0.2255	0.1759	  1.74	   774	     0	523.03	 166.1	36.566
2009-2-20 15:0	0.3255	0.1809	 1.915	 670.9	     0	523.12	 186.5	29.376
2009-2-20 16:0	0.3085	0.1651	 1.596	   731	     0	 523.2	 226.9	20.131
2009-2-20 17:0	-2.338	 0.232	 1.561	   181	     0	523.29	   202	9.5909
2009-2-20 18:0	-4.6775	0.2589	 1.104	 57.83	     0	523.38	   211	     0
2009-2-20 19:0	-6.898	0.3988	 1.066	-1.712	     0	523.47	   212	     0
2009-2-20 20:0	-7.109	0.3202	 1.209	-2.077	     0	523.56	 194.8	     0
2009-2-20 21:0	 -9.15	 0.447	 0.711	-2.815	     0	523.65	 160.7	     0
2009-2-20 22:0	-9.715	0.5026	  1.08	-2.985	     0	523.74	 161.1	     0
2009-2-20 23:0	-11.34	0.5067	 0.784	-2.949	     0	523.82	 160.3	     0
2009-2-21 0:0	-11.505	0.5208	 0.734	-2.934	     0	523.91	 159.1	     0
2009-2-21 1:0	-12.495	0.5599	 0.808	-2.962	     0	   524	 157.1	     0
2009-2-21 2:0	-12.88	0.4867	 0.646	-2.994	     0	524.09	 152.3	     0
2009-2-21 3:0	-12.86	0.5795	  0.52	-2.995	     0	524.18	   152	     0
2009-2-21 4:0	-13.965	0.6155	  0.45	-3.232	     0	524.27	 151.3	     0
2009-2-21 5:0	-14.91	0.6156	 0.466	-3.457	     0	524.36	 150.4	     0
2009-2-21 6:0	-14.615	0.6015	 0.688	-3.145	     0	524.44	 149.3	     0
2009-2-21 7:0	-13.995	0.5336	 0.499	-1.185	     0	524.51	 149.3	0.53427
2009-2-21 8:0	-12.955	0.4723	 0.395	 109.2	     0	524.58	 149.8	11.764
2009-2-21 9:0	-6.9535	0.1456	 0.744	 342.2	     0	524.65	 152.7	 22.15
2009-2-21 10:0	0.3985	0.1135	 0.968	 554.1	     0	524.72	 155.4	31.129
2009-2-21 11:0	3.0125	0.1313	 0.929	   716	     0	524.78	 160.2	37.892
2009-2-21 12:0	3.4475	0.1356	 1.257	   813	     0	524.85	 165.2	41.455
2009-2-21 13:0	3.3545	0.1409	 1.523	   839	     0	524.92	 168.6	41.092
2009-2-21 14:0	4.0365	0.1426	 1.437	   791	     0	524.99	 171.6	36.887
2009-2-21 15:0	4.6405	0.1627	 1.266	   552	     0	525.06	 171.8	29.657
2009-2-21 16:0	1.9225	0.2486	 1.149	 490.5	     0	525.12	 170.1	20.377
2009-2-21 17:0	-1.9815	0.4182	  1.38	 47.41	     0	525.19	 167.8	9.8101
2009-2-21 18:0	-4.6605	0.4302	   0.8	 13.31	     0	525.26	 167.6	     0
2009-2-21 19:0	-6.528	0.4082	 1.076	-3.405	     0	525.33	 172.3	     0
2009-2-21 20:0	-6.6505	0.4651	 1.139	-3.621	     0	 525.4	   176	     0
2009-2-21 21:0	-7.017	0.5394	 1.029	-3.552	     0	525.46	 180.3	     0
2009-2-21 22:0	-7.8215	0.4605	 1.053	-3.866	     0	525.53	 179.2	     0
2009-2-21 23:0	-7.9505	0.5368	 1.161	-3.478	     0	 525.6	 178.7	     0
2009-2-22 0:0	 -7.36	0.3899	 1.161	-2.952	     0	525.67	 183.5	     0
2009-2-22 1:0	-5.748	0.2894	 1.592	-3.226	     0	525.74	 182.9	     0
2009-2-22 2:0	-5.234	0.3038	 1.613	-3.218	     0	 525.8	   174	     0
2009-2-22 3:0	-5.657	0.3276	 1.336	-2.618	     0	525.87	 191.2	     0
2009-2-22 4:0	-5.2725	0.3464	 1.071	-2.896	     0	525.94	 198.1	     0
2009-2-22 5:0	-6.733	0.4983	 0.715	-3.796	     0	526.01	 184.9	     0
2009-2-22 6:0	 -8.19	0.4705	 0.928	-4.076	     0	526.08	 181.5	     0
2009-2-22 7:0	 -7.97	0.4666	 0.888	-1.893	     0	527.26	   192	0.7869
2009-2-22 8:0	 -6.27	0.3045	 0.952	 127.6	     0	528.44	 190.2	12.034
2009-2-22 9:0	-1.7865	0.2523	 0.951	 278.6	     0	529.62	 211.5	22.444
2009-2-22 10:0	 1.582	 0.219	 0.938	 421.1	     0	 530.8	 226.2	31.453
2009-2-22 11:0	4.1035	0.1604	 1.403	 674.1	     0	531.99	 199.8	38.244
2009-2-22 12:0	 4.568	0.2084	 1.556	   653	     0	533.17	 228.1	41.821
2009-2-22 13:0	3.4385	0.1893	 1.604	 412.1	     0	534.35	 278.4	41.448
2009-2-22 14:0	 3.255	0.2034	 1.432	 346.7	     0	535.53	 285.1	37.209
2009-2-22 15:0	 2.653	0.2893	 1.937	 235.8	     0	536.71	 288.6	29.939
2009-2-22 16:0	 1.399	0.5363	 1.009	 137.7	     0	537.89	 291.8	20.623
2009-2-22 17:0	-0.3255	0.6795	 0.555	 47.92	     0	539.08	 292.4	10.029
2009-2-22 18:0	-1.4915	0.6638	 0.959	 13.26	     0	540.26	 292.3	     0
2009-2-22 19:0	-1.7535	0.6833	  0.48	-1.168	     0	541.44	 292.7	     0
2009-2-22 20:0	-1.4505	0.6692	 0.862	-0.778	     0	542.62	 290.6	     0
2009-2-22 21:0	-1.8695	  0.73	 0.437	-0.541	     0	 543.8	 290.1	     0
2009-2-22 22:0	-2.2185	 0.807	 0.612	 -0.79	     0	544.98	   292	     0
2009-2-22 23:0	-2.889	 0.862	 0.175	-0.531	     0	546.17	 291.7	     0
2009-2-23 0:0	-2.905	 0.893	 0.711	 0.094	1.2083	547.35	 294.9	     0
2009-2-23 1:0	-2.687	 0.927	 1.614	-0.144	1.2083	548.53	 298.6	     0
2009-2-23 2:0	-1.696	 0.899	 2.028	-0.036	1.2083	549.71	 304.3	     0
2009-2-23 3:0	-1.195	 0.954	 2.031	-0.027	1.2083	550.89	 305.5	     0
2009-2-23 4:0	-1.585	  0.99	 1.634	-0.023	1.2083	552.07	 307.4	     0
2009-2-23 5:0	-1.2995	 0.979	 1.528	-0.006	1.2083	553.26	 309.3	     0
2009-2-23 6:0	-0.611	  0.94	 2.697	-0.049	1.2083	554.44	 313.6	     0
2009-2-23 7:0	-0.5815	 0.963	 2.662	 0.488	1.2083	555.77	 313.9	1.0431
2009-2-23 8:0	 -0.92	 0.987	 2.178	 25.97	1.2083	557.11	 313.1	12.306
2009-2-23 9:0	-0.769	 0.995	 1.449	  91.4	1.2083	558.45	 313.9	22.741
2009-2-23 10:0	-0.5505	 0.992	 1.584	 127.4	1.2083	559.78	 315.4	31.779
2009-2-23 11:0	-0.4165	 0.986	 1.891	 186.9	1.2083	561.12	 315.8	38.599
2009-2-23 12:0	-0.3995	 0.988	 1.728	 185.8	1.2083	562.46	   316	42.191
2009-2-23 13:0	-0.1475	 0.972	 1.422	 145.9	1.2083	563.79	 315.8	41.805
2009-2-23 14:0	-0.349	 0.937	 1.555	 182.8	1.2083	565.13	 315.9	37.531
2009-2-23 15:0	-0.4665	 0.889	 2.188	   118	1.2083	566.47	   316	30.221
2009-2-23 16:0	-0.3825	  0.87	 2.027	 62.67	1.2083	567.81	 315.9	20.868
2009-2-23 17:0	-0.601	 0.908	 1.972	 44.28	1.2083	569.14	 315.6	10.247
2009-2-23 18:0	-1.4405	 0.989	  1.94	 13.91	1.2083	570.48	   311	     0
2009-2-23 19:0	-1.6885	 0.983	  1.22	 0.103	1.2083	571.82	 309.3	     0
2009-2-23 20:0	-1.3665	 0.982	 1.337	-0.098	1.2083	573.15	 310.6	     0
2009-2-23 21:0	-1.7195	 0.987	 1.205	-0.015	1.2083	574.49	 308.7	     0
2009-2-23 22:0	-1.6185	 0.966	 1.681	-0.031	1.2083	575.83	 309.1	     0
2009-2-23 23:0	-1.6015	 0.976	 1.771	-0.027	1.2083	577.16	 309.6	     0
2009-2-24 0:0	-1.669	 0.983	  1.26	-0.025	0.083333	 578.5	 309.4	     0
2009-2-24 1:0	-1.854	 0.934	 1.441	-0.246	0.083333	579.84	 308.2	     0
2009-2-24 2:0	-2.0215	 0.913	 1.488	 -0.18	0.083333	581.17	 307.8	     0
2009-2-24 3:0	-2.3225	 0.965	  0.86	-0.026	0.083333	582.51	 305.7	     0
2009-2-24 4:0	-2.6885	 0.888	 0.672	 -0.18	0.083333	583.85	   304	     0
2009-2-24 5:0	-3.3755	 0.898	 0.994	-0.639	0.083333	585.18	 301.7	     0
2009-2-24 6:0	-4.632	 0.933	 0.857	-0.969	0.083333	586.52	 295.8	     0
2009-2-24 7:0	 -6.19	 0.917	 0.999	 0.122	0.083333	586.51	 289.1	1.3029
2009-2-24 8:0	-6.671	 0.879	 1.335	 134.4	0.083333	586.51	 284.6	12.583
2009-2-24 9:0	-3.0245	0.6575	 1.039	 411.5	0.083333	 586.5	 301.6	23.041
2009-2-24 10:0	1.4435	 0.598	 1.161	 652.2	0.083333	586.49	 316.7	32.109
2009-2-24 11:0	 2.446	0.5155	 1.416	   779	0.083333	586.49	 315.3	38.957
2009-2-24 12:0	4.0345	0.4806	 1.022	   821	0.083333	586.48	 313.1	42.562
2009-2-24 13:0	5.0345	0.4056	 0.967	   851	0.083333	586.47	 243.6	42.163
2009-2-24 14:0	5.2275	0.4234	 1.465	   803	0.083333	586.46	 195.6	37.855
2009-2-24 15:0	5.3945	0.4667	 1.303	 587.2	0.083333	586.46	 196.2	30.502
2009-2-24 16:0	 3.615	0.4227	 1.059	 517.2	0.083333	586.45	 189.3	21.113
2009-2-24 17:0	-0.304	  0.75	 1.119	  85.4	0.083333	586.44	 186.1	10.465
2009-2-24 18:0	-4.0315	 0.789	 0.958	 13.25	0.083333	586.44	 189.4	     0
2009-2-24 19:0	-5.5775	 0.788	   1.1	 -3.79	0.083333	586.43	 185.4	     0
2009-2-24 20:0	-6.4565	 0.748	 1.026	-3.578	0.083333	586.42	 181.9	     0
2009-2-24 21:0	-7.122	 0.798	 1.133	-3.336	0.083333	586.41	 180.7	     0
2009-2-24 22:0	 -7.79	 0.756	 0.843	-3.635	0.083333	586.41	 173.6	     0
2009-2-24 23:0	-7.3185	 0.709	 1.366	-3.663	0.083333	 586.4	   175	     0
2009-2-25 0:0	-7.635	 0.767	 0.821	-4.227	     0	586.39	 172.9	     0
2009-2-25 1:0	 -8.77	 0.785	 0.754	-3.795	     0	586.39	 170.6	     0
2009-2-25 2:0	 -9.24	 0.792	 0.719	-4.043	     0	586.38	 169.4	     0
2009-2-25 3:0	-9.675	 0.783	 0.559	 -4.04	     0	586.37	 175.2	     0
2009-2-25 4:0	-8.515	0.6939	 1.171	-3.553	     0	586.37	 191.9	     0
2009-2-25 5:0	-9.205	 0.757	 1.109	-3.877	     0	586.36	 171.6	     0
2009-2-25 6:0	-8.2825	 0.744	 1.413	-3.012	     0	586.35	 183.4	     0
2009-2-25 7:0	-8.415	 0.737	 1.356	-2.486	     0	586.17	 175.5	 1.566
2009-2-25 8:0	 -8.42	0.6874	  1.12	   131	     0	585.99	 167.4	12.862
2009-2-25 9:0	-3.515	0.3502	 0.849	 374.9	     0	 585.8	 173.1	23.344
2009-2-25 10:0	 2.614	0.3156	 1.299	 595.9	     0	585.62	 211.2	32.441
2009-2-25 11:0	4.6655	0.3638	 1.311	   759	     0	585.44	   208	39.318
2009-2-25 12:0	 5.116	0.3573	 1.262	   791	     0	585.26	 233.4	42.937
2009-2-25 13:0	4.3215	0.4345	  1.56	 583.7	     0	585.07	 234.6	42.524
2009-2-25 14:0	3.2005	0.4282	 1.353	 468.8	     0	584.89	   268	38.179
2009-2-25 15:0	2.6675	0.3651	 1.253	 384.4	     0	584.71	 265.5	30.783
2009-2-25 16:0	2.0845	0.4249	 1.302	 240.1	     0	584.53	 265.8	21.357
2009-2-25 17:0	 0.664	 0.481	 1.024	   166	     0	584.34	 246.1	10.682
2009-2-25 18:0	-0.521	0.5469	 1.168	 39.45	     0	584.16	   249	     0
2009-2-25 19:0	-0.9185	0.6333	 1.459	 -0.28	     0	583.98	 270.8	     0
2009-2-25 20:0	-1.1005	0.4671	 1.884	-1.012	     0	 583.8	 270.9	     0
2009-2-25 21:0	-0.695	0.4701	  2.44	-0.924	     0	583.61	 269.7	     0
2009-2-25 22:0	-1.4505	0.5212	 1.567	-1.154	     0	583.43	 269.1	     0
2009-2-25 23:0	-2.254	0.4651	 1.796	-2.041	     0	583.25	 229.2	     0
2009-2-26 0:0	-3.275	0.4235	 2.093	-2.712	     0	583.06	   189	     0
2009-2-26 1:0	-3.9085	0.4773	 2.068	-3.167	     0	582.88	 179.4	     0
2009-2-26 2:0	-5.248	0.5214	 1.835	-2.885	     0	 582.7	 173.9	     0
2009-2-26 3:0	-7.812	0.6169	 0.956	-3.601	     0	582.52	 169.1	     0
2009-2-26 4:0	 -9.38	0.6501	 0.921	-3.976	     0	582.33	 169.4	     0
2009-2-26 5:0	-9.445	 0.768	 0.855	-2.643	     0	582.15	   186	     0
2009-2-26 6:0	  -8.6	 0.714	 0.615	-0.901	     0	581.97	 228.6	     0
2009-2-26 7:0	    -8	 0.712	 0.525	  1.36	     0	581.55	   240	1.8323
2009-2-26 8:0	-6.357	0.5935	 1.018	 129.3	     0	581.14	 219.2	13.144
2009-2-26 9:0	-3.069	0.5191	 1.072	 462.3	     0	580.73	 214.5	 23.65
2009-2-26 10:0	-2.3845	0.5044	 1.504	 683.4	     0	580.31	 202.4	32.777
2009-2-26 11:0	-1.9205	0.4661	 1.536	 693.8	     0	 579.9	 207.5	39.682
2009-2-26 12:0	-0.965	0.4156	 1.831	   774	     0	579.48	 197.5	43.313
2009-2-26 13:0	 1.119	0.3041	 1.781	   877	     0	579.07	 196.8	42.886
2009-2-26 14:0	1.9205	0.2678	 1.599	   808	     0	578.66	   180	38.503
2009-2-26 15:0	2.1175	0.2789	  1.57	 584.9	     0	578.24	 179.3	31.064
2009-2-26 16:0	 0.455	0.2732	 1.981	 512.3	     0	577.83	 177.5	21.601
2009-2-26 17:0	-1.131	0.3172	 2.166	 107.5	     0	577.41	 171.8	10.898
2009-2-26 18:0	 -3.74	0.4379	 1.779	 18.35	     0	   577	 170.4	     0
2009-2-26 19:0	-4.5995	0.4528	  2.02	-2.283	     0	576.58	 171.2	     0
2009-2-26 20:0	-4.677	0.4515	 2.415	 -2.76	     0	576.17	 170.2	     0
2009-2-26 21:0	-4.9755	0.4687	 1.961	-2.738	     0	575.76	 171.5	     0
2009-2-26 22:0	-5.142	0.4119	 1.986	-2.846	     0	575.34	   171	     0
2009-2-26 23:0	-5.1725	0.4257	 2.334	-2.669	     0	574.93	 170.4	     0
2009-2-27 0:0	 -5.39	0.4543	 2.239	-2.695	     0	574.51	 171.7	     0
2009-2-27 1:0	-5.222	 0.459	 2.843	-2.617	     0	 574.1	 170.8	     0
2009-2-27 2:0	-5.776	0.4617	 2.591	-2.746	     0	573.68	 166.9	     0
2009-2-27 3:0	-6.988	0.4735	 1.888	-2.793	     0	573.27	 167.2	     0
2009-2-27 4:0	-7.7055	0.5455	  1.97	-2.406	     0	572.86	 177.3	     0
2009-2-27 5:0	-7.786	0.5982	 1.221	-2.488	     0	572.44	 191.7	     0
2009-2-27 6:0	-7.703	0.5109	 1.547	-2.076	     0	572.03	 204.8	     0
2009-2-27 7:0	-7.296	0.5082	 1.526	  0.37	     0	571.72	 185.7	2.1017
2009-2-27 8:0	-6.224	0.5095	 2.638	 107.8	     0	571.42	   221	13.429
2009-2-27 9:0	-4.967	0.5477	 2.358	   264	     0	571.12	 242.8	23.959
2009-2-27 10:0	-3.3815	0.4474	 1.953	 557.3	     0	570.82	 221.3	33.115
2009-2-27 11:0	-2.9205	0.4799	 2.377	   707	     0	570.51	 208.1	40.048
2009-2-27 12:0	-2.8945	0.3855	 2.493	   799	     0	570.21	 192.7	43.692
2009-2-27 13:0	-3.218	0.4432	 2.465	 690.3	     0	569.91	 204.6	 43.25
2009-2-27 14:0	-4.0565	0.4355	 2.745	   749	     0	 569.6	 192.1	38.828
2009-2-27 15:0	-4.5565	0.5067	 2.598	 524.7	     0	 569.3	 220.7	31.345
2009-2-27 16:0	-5.477	0.5746	 1.727	 354.2	     0	   569	 252.5	21.844
2009-2-27 17:0	-8.0235	 0.813	 1.568	 142.7	     0	 568.7	 257.2	11.114
2009-2-27 18:0	-10.43	 0.891	 1.519	  46.7	     0	568.39	 252.4	     0
2009-2-27 19:0	-11.87	 0.867	 0.723	-2.652	     0	568.09	 176.2	     0
2009-2-27 20:0	-13.675	 0.863	 0.775	-3.501	     0	567.79	   151	     0
2009-2-27 21:0	-15.38	 0.856	 0.571	-3.618	     0	567.48	   150	     0
2009-2-27 22:0	-16.035	 0.736	 0.594	-3.844	     0	567.18	 150.3	     0
2009-2-27 23:0	-16.85	 0.728	 0.502	-3.274	     0	566.88	 142.9	     0
2009-2-28 0:0	-16.295	 0.779	  0.58	-4.137	     0	566.57	 150.1	     0
2009-2-28 1:0	-17.225	 0.736	 0.735	-3.713	     0	566.27	   152	     0
2009-2-28 2:0	-17.37	0.5724	  0.59	-3.668	     0	565.97	 137.2	     0
2009-2-28 3:0	-16.76	0.5163	 0.513	 -3.52	     0	565.67	 137.6	     0
2009-2-28 4:0	-16.385	0.4762	  0.62	-3.132	     0	565.36	 140.3	     0
2009-2-28 5:0	-16.405	0.4977	 0.476	-3.457	     0	565.06	 139.4	     0
2009-2-28 6:0	-15.465	0.3598	 0.736	-3.958	     0	564.76	 138.7	     0
2009-2-28 7:0	-14.665	0.3607	 0.702	  0.43	     0	564.56	 138.7	2.3741
2009-2-28 8:0	-14.36	0.3563	 0.496	 149.3	     0	564.35	 140.3	13.717
2009-2-28 9:0	-8.145	0.1046	 0.674	 385.1	     0	564.15	 146.1	 24.27
2009-2-28 10:0	-0.9915	0.05778	 1.561	 594.8	     0	563.95	 151.1	33.456
2009-2-28 11:0	0.6535	0.0725	 1.495	   727	     0	563.75	 158.9	40.417
2009-2-28 12:0	1.7285	0.0859	 1.687	   860	     0	563.55	 162.4	44.074
2009-2-28 13:0	2.7735	 0.099	 1.712	   884	     0	563.35	 167.8	43.614
2009-2-28 14:0	4.8115	 0.101	 1.088	   822	     0	563.14	 171.2	39.153
2009-2-28 15:0	 4.553	0.1141	 1.642	 610.8	     0	562.94	 175.2	31.625
2009-2-28 16:0	2.7605	0.2043	   1.7	 512.7	     0	562.74	 175.3	22.086
2009-2-28 17:0	-0.621	0.3652	 1.085	 183.6	     0	562.54	   184	11.328
2009-2-28 18:0	-4.231	0.4946	 0.363	  31.7	     0	562.34	 184.5	     0
2009-2-28 19:0	-5.8775	0.4925	 0.475	-1.922	     0	562.14	 214.2	     0
2009-2-28 20:0	-6.353	0.4758	 0.697	-3.096	     0	561.93	 197.3	     0
2009-2-28 21:0	-6.7845	0.4987	  0.75	-3.203	     0	561.73	 195.1	     0
2009-2-28 22:0	-6.932	0.4708	  0.79	-3.122	     0	561.53	 190.9	     0
2009-2-28 23:0	-7.403	0.5088	 0.705	-3.413	     0	561.33	 184.9	     0
2009-3-1 0:0	-7.685	0.5072	 0.669	-3.471	     0	561.13	 192.4	     0
2009-3-1 1:0	-7.1945	0.4582	 0.861	-3.052	     0	560.93	 190.3	     0
2009-3-1 2:0	 -6.96	 0.484	 0.993	-2.994	     0	560.72	 200.7	     0
2009-3-1 3:0	-5.886	 0.484	 0.895	-1.712	     0	560.52	 235.2	     0
2009-3-1 4:0	-5.3875	0.5091	 0.718	-2.184	     0	560.32	   226	     0
2009-3-1 5:0	-6.011	0.5101	 0.698	 -3.17	     0	560.12	   216	     0
2009-3-1 6:0	-5.5915	0.5134	 0.734	-2.318	     0	559.92	 231.3	     0
2009-3-1 7:0	-5.3225	0.5148	 0.723	 0.635	     0	559.75	 230.9	2.6494
2009-3-1 8:0	 -4.97	 0.419	 0.434	 113.9	     0	559.58	 201.3	14.008
2009-3-1 9:0	 0.352	 0.215	 1.004	 365.4	     0	559.41	 199.7	24.584
2009-3-1 10:0	 5.872	0.1614	 1.217	 586.5	     0	559.24	 197.8	33.799
2009-3-1 11:0	 7.151	0.1946	 1.645	 689.3	     0	559.07	 215.9	40.788
2009-3-1 12:0	7.7995	0.1697	 1.606	   755	     0	558.91	 223.3	44.457
2009-3-1 13:0	  8.08	0.1828	 1.971	   785	     0	558.74	 211.7	43.981
2009-3-1 14:0	  8.67	0.1499	 1.993	   799	     0	558.57	 200.6	39.479
2009-3-1 15:0	   8.5	0.1861	 1.864	 582.8	     0	 558.4	 203.1	31.905
2009-3-1 16:0	 6.671	0.2143	  1.89	 415.8	     0	558.23	 217.8	22.328
2009-3-1 17:0	 5.017	0.2459	 1.851	 167.7	     0	558.06	 253.5	11.542
2009-3-1 18:0	 2.411	0.4403	 1.195	 47.61	     0	557.89	 236.7	0.077577
2009-3-1 19:0	-0.177	0.4804	 0.836	-2.254	     0	557.73	 235.1	     0
2009-3-1 20:0	-0.485	0.3861	 0.866	-2.942	     0	557.56	 228.5	     0
2009-3-1 21:0	-0.007	0.3747	 0.967	 -2.95	     0	557.39	 225.8	     0
2009-3-1 22:0	-0.225	0.3133	 0.886	-3.331	     0	557.22	 217.1	     0
2009-3-1 23:0	-0.6095	0.3802	 0.955	-3.518	     0	557.05	 204.5	     0
2009-3-2 0:0	-0.722	0.4349	 1.026	-3.709	     0	556.88	 202.7	     0
2009-3-2 1:0	-1.041	0.4107	 0.965	-3.592	     0	556.71	 205.2	     0
2009-3-2 2:0	-1.545	0.4772	 0.845	-4.313	     0	556.55	 199.5	     0
2009-3-2 3:0	-2.549	0.4659	 0.775	-4.076	     0	556.38	 195.7	     0
2009-3-2 4:0	-2.798	0.4787	  0.71	-4.311	     0	556.21	 195.2	     0
2009-3-2 5:0	-3.217	0.4858	 0.812	-4.745	     0	556.04	 192.1	     0
2009-3-2 6:0	-3.548	0.5076	  0.78	-4.095	     0	555.87	 188.4	     0
2009-3-2 7:0	-3.8335	0.4771	 0.717	 1.064	     0	555.71	 189.1	2.9274
2009-3-2 8:0	-2.389	0.3548	  0.54	 136.7	     0	555.55	 191.7	14.301
2009-3-2 9:0	3.4805	0.2058	 0.882	 370.2	     0	555.39	 197.8	  24.9
2009-3-2 10:0	 8.735	0.1772	  1.04	 601.4	     0	555.23	 193.2	34.144
2009-3-2 11:0	 9.585	0.1335	 1.461	   766	     0	555.07	 194.5	41.161
2009-3-2 12:0	 9.685	0.1579	  1.48	   842	     0	554.91	 203.7	44.842
2009-3-2 13:0	10.375	0.1583	 1.385	   842	     0	554.75	 207.8	44.348
2009-3-2 14:0	 9.725	0.1334	 1.742	   821	     0	554.59	 206.4	39.804
2009-3-2 15:0	  9.96	0.1291	 1.976	   635	     0	554.43	 197.8	32.184
2009-3-2 16:0	 8.003	0.1291	 2.191	 473.8	     0	554.27	 199.3	22.568
2009-3-2 17:0	 6.385	0.1409	 2.476	 184.7	     0	 554.1	 211.4	11.756
2009-3-2 18:0	4.7025	0.1792	  2.34	 52.76	     0	553.94	 224.3	0.27455
2009-3-2 19:0	 2.918	0.2984	 1.638	-2.019	     0	553.78	 235.3	     0
2009-3-2 20:0	0.1765	0.4975	 0.998	-3.365	     0	553.62	 223.6	     0
2009-3-2 21:0	-0.417	0.5003	 1.061	-2.906	     0	553.46	 223.9	     0
2009-3-2 22:0	0.5965	0.3301	 1.742	-3.055	     0	 553.3	 220.5	     0
2009-3-2 23:0	0.5455	0.5265	 1.065	-1.956	     0	553.14	 251.7	     0
2009-3-3 0:0	-0.563	0.5729	 0.748	-1.178	     0	552.98	 283.2	     0
2009-3-3 1:0	-0.225	0.4496	  0.72	-1.242	     0	552.82	 286.2	     0
2009-3-3 2:0	0.0595	0.5211	 0.629	-1.119	     0	552.66	 289.9	     0
2009-3-3 3:0	 1.031	0.4962	 1.633	-0.826	     0	 552.5	 294.7	     0
2009-3-3 4:0	-0.047	 0.691	 1.119	-0.587	     0	552.34	 294.8	     0
2009-3-3 5:0	-1.1525	 0.749	 0.669	-0.571	     0	552.18	 293.6	     0
2009-3-3 6:0	-1.5685	 0.712	 0.508	-0.552	     0	552.02	 285.8	     0
2009-3-3 7:0	-1.031	 0.704	 0.901	 1.078	     0	552.11	   285	 3.208
2009-3-3 8:0	-0.4095	0.6034	 1.067	 36.97	     0	552.21	   290	14.597
2009-3-3 9:0	 0.161	0.6538	 1.171	  87.9	     0	552.31	 290.1	25.219
2009-3-3 10:0	-0.113	 0.886	 1.238	 151.7	     0	552.41	 301.2	34.492
2009-3-3 11:0	 0.658	0.6218	 1.034	 359.7	     0	 552.5	 291.4	41.537
2009-3-3 12:0	 3.628	0.4928	 1.974	 486.3	     0	 552.6	 273.5	 45.23
2009-3-3 13:0	4.0885	0.3846	  2.33	 602.4	     0	 552.7	 269.6	44.716
2009-3-3 14:0	4.1975	0.4013	 2.355	 469.9	     0	552.79	 271.2	 40.13
2009-3-3 15:0	3.5065	0.3681	 2.259	 372.5	     0	552.89	 264.9	32.463
2009-3-3 16:0	3.3055	0.3483	 1.616	 217.5	     0	552.99	 262.2	22.808
2009-3-3 17:0	 2.152	0.4353	 1.822	 135.6	     0	553.09	 258.8	11.968
2009-3-3 18:0	     1	0.5596	 1.741	 43.91	     0	553.18	 256.7	0.47091
2009-3-3 19:0	-0.2525	0.6322	 0.864	-0.874	     0	553.28	   254	     0
2009-3-3 20:0	-0.366	   0.7	 1.478	-1.543	     0	553.38	 262.8	     0
2009-3-3 21:0	-0.462	0.6867	 1.652	-1.382	     0	553.47	 262.5	     0
2009-3-3 22:0	-0.5105	 0.703	 1.017	 -1.15	     0	553.57	 275.9	     0
2009-3-3 23:0	-0.544	 0.714	 0.747	-0.686	     0	553.67	 291.7	     0
2009-3-4 0:0	-0.242	0.6931	 1.093	-0.421	     0	553.76	 295.1	     0
2009-3-4 1:0	-0.143	0.6933	 1.476	-0.536	     0	553.86	 291.4	     0
2009-3-4 2:0	-0.583	0.6866	 1.233	-0.616	     0	553.96	 285.8	     0
2009-3-4 3:0	-0.899	0.6619	 1.041	-0.682	     0	554.06	 283.2	     0
2009-3-4 4:0	-1.333	0.6971	 0.629	-0.444	     0	554.15	   287	     0
2009-3-4 5:0	-1.585	 0.755	 0.597	-0.676	     0	554.25	   281	     0
2009-3-4 6:0	 -2.02	 0.753	 0.513	-1.042	     0	554.35	 269.4	     0
2009-3-4 7:0	-2.637	 0.756	 0.567	  8.85	     0	554.03	   244	 3.491
